text,isFake,isHateSpeech,isToxic,predicted_isFake,predicted_isHateSpeech,predicted_isToxic
"Genau wie fast alle Türkei-Gefangenen mit deutschen Pass (Sind für mich keine Deutschen), sind Türken und unterstehen türkischer Justiz!",-1,-1,0,1,1,1
"Antrag 31 wird aufgerufen: Es soll geklärt werden, wer als Geistlicher im Ehrenamt betrachtet wird und wer nicht -",-1,-1,0,0,0,0
"Es ist gar nicht unsere Veranstaltung, sondern wir haben hier hingewiesen. Sieht man aber auch im Link ...",-1,-1,0,0,0,0
"Das schlimme daran ist, das dieser sogenannte Eid, nicht mehr als ein Lippen Bekenntnis ist und man Merkel bei zuwiederhandlung nicht einmal Strafrechtlich belangen kann.",-1,-1,0,1,0,1
"Veranstaltet von  in Kooperation mit , -GISEP und -Economic and Trade Mission",-1,-1,0,0,0,0
Jedes 4 Kind in Deutschland ist arm. Rentner sammeln Flaschen. Familien bekommen keine Wohnungen. Arbeiten bis 67. Aber wir holen uns noch mehr Sozialfälle ins Land!!! Alles zum Wohl des Deutschen Volkes. Zeit dieses Land zu verlassen.,-1,-1,0,1,1,1
Der werte Herr soll mal lieber die muslimbrüder im Auge behalten und die Grauen Wölfe und die Islamisten die unter uns sind hat er genug mit zu tun,-1,-1,0,1,1,1
"Ab heute kooperieren wir offiziell mit dem Berliner , um den vielen Menschen dort zu helfen eine Unterkunft zu finden",-1,-1,0,0,0,0
Täglich lese ich über Notarzteinsätze bei der DB aber ohne Hintergrundinformationen.Was macht ein Arzteinsatz erforderlich.,-1,-1,0,0,0,0
"Dummheit kann sehr hässlich sein, wie man hier sieht!",-1,-1,0,0,1,1
Wenn ich mir sowas wie Maischberger und Co anschaue fällt mir immer wieder Stasi Journalismus ein. |LBR|,-1,-1,0,0,0,0
Wer Kinder hat sollte schleunigst aufs Land ziehen. Am besten nicht in Germonney,-1,-1,0,1,1,1
"Die ""Rentenreform"" der SPD ist ein schlechter Scherz. Warum sollten nur Renter die länger als 35 Jahre gearbeitet haben eine Grundrente von 900 Euro bekommen, was noch unterhalb der Armutsgrenze liegt? Warum sollen Rentner, die weniger gearbeitet haben in noch größerer Armut leben müssen?",-1,-1,0,0,0,0
"Um den Kugelschreiber und die Handschriften, kommt man nicht drumrum, das sind eindeutige Beweise. In der internat. Presse ist man sich einig.",-1,-1,0,0,0,0
Sie sprechen mir aus dem Herzen und sicherlich Millionen anderer auch . Wir sind viele die so denken und Stolz sind Deutsche zu sein . Es ist auch Deutsche Tugend hilfreich anderen gegenüber zu sein doch dieses Land kann allein nicht die Welt retten .,-1,-1,0,0,0,0
und viele wissen nicht dass bei dem Spender der Blutdruck steigt und manche stark schwitzen was bei einer normalen OP auf starke Schmerzen hinweist.....und warum werden sie angeschnallt!? ...... sie sind doch tot......,-1,-1,0,1,0,1
"ein Wunder, das Thomas Gottschalk nach der heutigen Eilmeldung, nicht eingeladen wurde...!",-1,-1,0,0,0,0
"Blödsinn hört halt auf die Städte so vollzustopfen Macht das Leben ausserhalb der Städte angenehmer mit besseren Strassen und besserem ÖPNV, besserem Internet, besserer Alltagsversorgung zum Beispiel",-1,-1,0,0,0,0
Als ilegalisierter Refugee im Iran natürlich undenkbar. Aber Rohollah gibt nicht auf - er ist momentan als Hilfsarbeiter tätig und hat sich genügend Geld für einen gebrauchten Laptop gespart - abends bringt er sich grad Adobe Illustrator mit Youtube-Tutorials bei.,-1,-1,0,0,0,0
"AfD-Banner bei Merkel-Auftritt: Polizei prüft Genehmigung  Die Stasi überwachte einst Honeckers ""Wahlkampf""  Merkel kennt sich aus",-1,-1,0,1,0,0
nicht nur das denn wenn du Glück hast dann bekommst du auch was nur halt mit irrsinnigen Zinsen die die Banken bei diesen Menschen mit wenig draufknallen. Hast du mehr bekommst du deinen Kredit mit so niedrigen Zinsen das diese Menschen den fast umsonst bekommen.,-1,-1,0,0,0,0
"ist das Medium für den linksgrünen Mob, der die Hetze gegen die AfD dann in Taten und Gewalt auslebt. Furchtbar.",-1,-1,0,1,1,1
Früher waren Templer ein Ort für Mönche und Kämpfer. Wir aber suchen Denker und wahre Ritter. Der wahre Ritter kam immer aus dem Volk.,-1,-1,0,0,0,0
", hier betreibt Rainer Wellnitz victim blaming bezüglich Mehmet Daimagüler. Finden Sie das in Ordnung?",-1,-1,0,0,1,0
"das wird sicher denjenigen, die akut suchen, nicht mehr helfen. Und nur wril es möglich ist, ist es nicht richtig. Das würde auch bedeuten , wril andere schlecht bezahlen, zahl ich auch schlecht. Es ist und bleibt unanständig!",-1,-1,0,0,0,1
"Was der Tauber, CDU neulich von sich gab, ist aber auch nicht gerade harmlos..",-1,-1,0,0,0,0
"Hätte das Volk das recht den Kanzler direkt zu wählen, wäre Merkel lange Geschichte.",-1,-1,0,0,0,0
Also ein Deutscher kann sich noch so anstellen er wird nie ein Österreicher...die besten Chancen haben die Bayern...,-1,-1,0,0,1,1
"Typen, wie die Kahane sind eine Geißel für die freie Meinungsäußerung (jetzt falle ich um vor Müdigkeit).",-1,-1,0,0,1,1
Verstanden habe ich Bericht und die Nachricht. Jedoch nicht verstanden habe ich warum das jetzt erst veröffentlicht wird!,-1,-1,0,0,0,0
"Und da ich selbst Vermieter bin, habe ich in einem absoluten Notfall ausgeholfen und einem Flüchtling ein Zimmer vermietet. Der hat, als seine Frau und die beiden Kinder nachkamen, eine Wohnung in Köln bekommen und die Miete von 1500 € wurde von der Stadt übernommen.",-1,-1,0,0,0,0
der tolle Kapitalismus bringt einem zum enteignen. Im Übrigen ist es legal jemanden zu enteignen wenn dieser horrende Summen einfordert.,-1,-1,0,1,0,1
Nicht nur posten.... Kosten mitteilen denn alles andere läuft nicht. Nicht einmal diese Website,-1,-1,0,0,0,0
"Ich schreibe nichts von Rassismus, ich erkläre dem Herrn  lediglich den Shitstorm, den er für den Titel bekommen hat.",-1,-1,0,0,0,0
", wäre es da nicht auch angebracht für eine ausgewogene Gästestruktur zu sorgen?",-1,-1,0,0,0,0
"Diese ""Retter"" bringen illegale Einwanderer, die keine Chance |LBR| auf ein Bleiberecht in Europa haben, in großer Zahl nach Italien. |LBR| Das schadet",-1,-1,0,1,1,1
mit freundlicher Unterstützung und Genehmigung der örtlichen Liberalen und Konservativen und eines damaligen Beschluss der gleichnamigen Bundesregierung für eine Marktorientierte Lösung. Ich bitte dies bei den nächsten einseitigen Behauptungen zu berücksichtigen und zu ergänzen!,-1,-1,0,0,0,0
fröhlicher gruß aus der schönsten stadt der welt theo,-1,-1,0,0,0,0
Wann fängt denn die Historie an? Und wann hört sie Ihrer Meinung nach auf?,-1,-1,0,0,0,0
blau hat auch Argumente. Aber die wollt ihr nicht hören,-1,-1,0,0,0,0
Ne bitte keine grüne. Ist ja nicht auszuhalten die Sendung,-1,-1,0,0,0,1
"Die ganzen Razzien in NRW, die Reul veranlasst, dienen ja nur dazu, der AFD den Wind aus den Segeln zu nehmen. Leider haben die Razzien aber keinerlei Konsequenzen. Alles vergebens.",-1,-1,0,1,0,0
Politik wir gut bezahlt...und bis auf deinen Namen fehlerfrei schreiben benötigst du keine weitere Qualifikation...,-1,-1,0,0,0,1
"Gelesen. Und festgestellt, dass ich hier NICHTS pauschal abwertendes über ""die Deutschen"" geschrieben habe. Auf der anderen Seite werde ich hier als Ausländer tituliert und genau das bemerkte und bemängelte ich im Eingangskommentar.",-1,-1,0,0,0,0
Merkels Sprecher stellt sich in die Ecke und schämt sich .das wars dann wohl!,-1,-1,0,0,0,1
Sehr gut die Diskursstrategie der Neuen Rechten und ihren rechten Gramscismus auf den Punkt gebracht.,-1,-1,0,0,0,0
"Ich bin Deutsche, liebe jedoch Europa in seiner Vielfalt.",-1,-1,0,0,0,0
Wenn man nicht mehr fliegen darf damit die Malediven nicht absaufen kann man genauso gut mal hinfliegen. Dann hat man sie wenigstens mal gesehen. Ist ne einfache Sache.,-1,-1,0,0,0,0
"Es handelt sich um völkische, diktatorische Einparteien-Fantasien, bei denen der politische Gegner vor dem Volksgerichtshof landen soll. Das ist klassisches antiparlamentarisches und antidemokratisches Geschwätz, wie man es von den Vordenkern der Neuen Rechten, der sog. ""Konservativen Revolution"" der Weimarer Republik, kennt.",-1,-1,0,0,1,1
"Das will ich hoffen, denn es gibt ja verifizierte öffentlich einsehbare Listen, die belegen wie krass überproportional die Grünen bei den öffentlichen rechtlichem Sendern ihre Ideologien verbreiten dürfen. DAS NERVT! Und es ist eine Ungleichbehandlung gegenüber den anderen Parteien.",-1,-1,0,0,0,0
freut mich sehr wenn ich ihnen die Bestätigung gegeben hab .,-1,-1,0,0,0,0
"Dann müssten die Grünen nur noch eben schnell erklären, wie es ohne Import während Dunkelflauten wie am Freitag um 1700 Uhr gehen soll.  CL",-1,-1,0,0,0,0
"Sie werden in den Sendungen von  und  grundsätzlich nie ein Interview zu Themen wie Euro, Diesel, Bienensterben, Hambacher Forst und alles andere erleben. B-Debatte müssen sie bringen, zu oft mit dummen Antikommentaren begleitet. Ob uns Höcke passt oder nicht. Es steht den Sendern nicht zu, zu filtern.",-1,-1,0,0,0,0
"dürfen hier nur ""kollegen"" ihre meinung und ihr wissen mitteilen?",-1,-1,0,0,0,0
Ich schlage vor jedem Abgeordneten im Bundestag den Koran zur Pflicht Lektüre werden zu lassen. 90%kennen ihn gar nicht.,-1,-1,0,0,0,0
Ich hätte den Link aber gerne von ihnen!,-1,-1,0,0,0,0
"Nein, so sieht es nicht das Gesetz. Es gibt das Strafrecht und das Asylrecht. Straftäter sollten hier vor Gericht.",-1,-1,0,0,0,0
"Ist das wirklich das produktivste was du hinzuzufügen hast, während wir ein Zimmer für eine geflüchtete Person suchen?",-1,-1,0,0,0,1
"Wir sind selbstverständlich regierungsfähig und bereit, Regierungsverantwortung zu übernehmen. |LBR| Wer legt eigentlich fest, wer regierungsfähig ist?",-1,-1,0,0,0,0
"Nun ja, diese Aufgeregtheit in den Untiefen der Extremismustheorie und den damit verbundenen autoritären Charakteren haben Lipset, Adorno und auch Fromm bereits vor vielen Jahrzehnten eindrücklich beschrieben.",-1,-1,0,0,0,0
Heute vor 100 Jahren konnte  seine Unabhängigkeit erklären - und zwar erst dank der russischen Revolution. !,-1,-1,0,0,0,0
Das ist doch nicht wirklich ernst gemeint,-1,-1,0,0,0,0
Ethnische Deutsche also schon einige Generationen,-1,-1,0,0,0,0
"Er ist gerecht, ein Helfer wert, |LBR| Sanftmütigkeit ist sein Gefährt, |LBR| sein Königskron' ist Heiligkeit, |LBR| sein Zepter ist Barmherzigkeit; |LBR| all uns're Not zum End' er bringt, |LBR| derhalben jauchzt, mit Freuden singt: |LBR| Gelobet sei mein Gott, |LBR| mein Heiland groß von Tat.",-1,-1,0,0,0,0
Weil die gestörten Deutschen sich alles gefallen lassen obwohl sie die Macht hätten es zu ändern,-1,-1,0,1,1,1
"Der Ausnahmezustand ist zum 6x verlängert worden. |LBR| Die Regierung in der Türkei regiert nicht demokratisch, sondern nur durch Notstandsgesetze.",-1,-1,0,1,0,0
", das versuchen Sie mal, egal wie man politisch eingestellt ist! Heute wird nicht mehr vernünftig diskutiert und andere Meinungen akzeptiert...",-1,-1,0,0,0,0
Längere Diskussion auf |er  über die Frage der Anlage-Richtlinien für die Gemeinden -,-1,-1,0,0,0,0
bitte sie können doch dann gerne die ungenannten kosten übernehmen,-1,-1,0,0,0,0
Zur Erinnerung es gibt eine große Bürgerliche Mehrheit im Bundestag aber Grundvoraussetzung ist Merkel u Schergen müssen weg |LBR| AFD wählen,-1,-1,0,1,1,1
", ich kenne sehr viele Menschen. Aber nicht einer wurde schon einmal befragt oder kennt einen, der befragt wurde. Woher kommen die Hochrechnungen und Umfragewerte? Auf jedem Fall nicht von Befragungen des Durchschnittbürgers!",-1,-1,0,1,0,0
"Viele der sogenannten Eliten werden bald in den Knast gehen,",-1,-1,0,1,1,1
"Die Mär vom »unausweichlichen Dienst in « ist längst geschichtswissenschaftlich widerlegt worden. Außerdem meldete  sich FREIWILLIG zur SS &amp; unterstützte so ideologisch das deutsche NS-System! Er war genauso ein Teil des , wie jeder andere  auch!",-1,-1,0,1,1,1
: Und was hat das mit dem Thema zu tun?,-1,-1,0,0,0,0
Na hoffentlich fallen die diensthabenden -Beauftragten angesichts solcher Artikel nicht gerade reihenweise in Ohnmacht.,-1,-1,0,0,0,1
"Hier in diesem Vortrag wird der Umverteilungmechanismus über den Produktionsf. ""Boden"" erklärt. Ab Minute 33:00 wird an einem Beispiel das ""Henry George Theorem"" mit dem Resultat des höheren Einkommens dargestellt. , wieso ladet ihr eigentlich nicht mal Experten zu diesem Thema wie Professor Dirk Löhr in die Sendung ein? https://www.youtube.com/watch?v=TMOStc_Zys4",-1,-1,0,0,0,0
"Haben Sie keine Angst, Ihre Vorurteile ehrlich zu prüfen und die Wahrheit selber zu suchen, so wie die Männer im Artikel. Das ist spannend.",-1,-1,0,0,0,0
"Also, wie macht man es richtig, wenn man gefragt wird? Man antwortet doch mit der bekannten Position, oder? Und die ist unverändert... CL",-1,-1,0,0,0,0
"Politiker sind Schauspieler, aber äußerst fiese, da sie ihre Rollen nicht nur spielen, sonder sie leben und sich noch selbst hoch bezahlen.",-1,-1,0,0,1,1
"Ähm, lass mich in diesem Zusammenhang mal Jesus zitieren: ""Was zeigst du auf den Splitter in deines Bruders Auge, und siehst den Balken in deinem eigenen Auge nicht!?""",-1,-1,0,0,0,0
"Riesiger Sturm in D - die ersten Toten gibts auch - Züge dürfen nicht mehr fahren - alles also ganz normal, bis auf den Umstand, dass der CERN auf Hochtouren läuft. Aber Geoengeneering gibts ja angeblich nicht. Hier in Ungarn ist übrigens nichts.",-1,-1,0,1,0,0
"Argumente wirken besser, wenn man sachlich bleibt. Unfähig u.unehrlich ist das richtige Wort..",-1,-1,0,0,0,1
Kleinstaat Tschechei läßt keine Moslems in Land. Die  schon. Also lieber Kleinstaat der Interessen seiner Bürger vertritt,-1,-1,0,1,1,1
"Ach, wieder die Passbeschenkte. Ginge es nach der AfD, wären Sie gar nicht in Deutschland!",-1,-1,0,1,1,1
Yep....ich laufe...nicht weg sondern hinterher..! |LBR| und jetzt heul lauter...aber in die andere Richtung.,-1,-1,0,0,0,1
"Sie war freundlich, mäßigend, absolut sympathisch. Sogar  gegenüber.",-1,-1,0,0,0,0
das trifft leider auch auf erschreckend viele Deutsche zu. ..,-1,-1,0,0,0,0
Wegen antisemitischer Rufe von Fans wurde Energie Cottbus mit einer Geldstrafe und umfassenden Auflagen zur Prävention bedacht. Dieses Urteil des NOFV-Sportgerichts wurde nach einer Berufung nun aufgehoben. |LBR| Die Vorfälle bleiben für den Verein straffrei. |LBR|,-1,-1,0,0,1,0
"Sanktionen gegen Russland sind Eigentore und schaden den |LBR| Europäern. Jagt sie davon, diese ""Verhänger"". Wir brauchen sie nicht.",-1,-1,0,1,1,1
Besser kann man ein Bild des Grauens nicht malen.... |LBR| Was kommt als nächstes..?,-1,-1,0,0,0,1
Wir sind fassungslos und traurig. Unsere Gedanken sind bei den Opfern der furchtbaren Schießerei in Orlando und ihren Angehörigen. ^ml,-1,-1,0,0,0,0
"Wie würde denn jetzt in der Praxis sein, große Bauträger werden sich für ein paar Euro Verkäufer einstellen die für sie die Wohnungen verkaufen... Super SPD wieder eine Branche ruiniert Ihr könnt stolz auf euch sein",-1,-1,0,0,0,1
Die Dame besitzt ein Haus! Für das Geld hätte sie auch eine kleine Wohnung in Düsseldorf mieten können! Man kann nicht alles haben im Leben. Und beim Hausbau war es ihre Entscheidung...also bitte mit den Konsequenzen leben oder versetzen lassen!,-1,-1,0,0,0,0
"Ingrid Hitz Deine Lesekompetenz lässt doch arg zu wünschen übrig. Ich bin übrigens Deutscher. Und Neo-Eugenik ist scheisse, warum, muss ich Dir bestimmt nicht erklären.",-1,-1,0,0,1,1
Schlechte bezahlung für richtige Arbeit ?????? Wieviel verdienen eingentlich die Redakteure im Monat ????? Was?,-1,-1,0,0,0,0
"Man achte auf die Bemerkung... Das Motiv der Attacke sei unklar, so der NDR. |LBR| Die bei NDR brauchen dringendst schlauere Köpfe...",-1,-1,0,0,0,1
"Ich bin selbst Vermieter. Absoluter Blödsinn, Paul Lenz. Die Flüchtlinge wollen in die Stadt weil dort ihre Landsleute leben. Sie fliehen aus den Flüchtlingsheimen auf dem Land in die Stadt.",-1,-1,0,0,0,0
Welcher deutsche Ureinwohner? Der Franke? Oder der Bayer oder Sachse? Welchen der vielen Autochthonen meinst Du?,-1,-1,0,0,0,0
dann geh doch zurück in dein land wenns dir nicht passt,-1,-1,0,0,1,1
"Guten Morgen an alle, die hier schon länger leben |LBR| Eure Kanzlerin",-1,-1,0,0,0,0
Amis hätten alles und jeden gewählt...nur Hillary wollten sie nicht und eine Fortsetzung von Obama-Politik erst recht nicht..!,-1,-1,0,1,0,0
Jo Mann...du hast es drauf..du weißt wovon du redest...,-1,-1,0,0,0,0
"Peter Filzmaier gefällt uns sehr gut, er hakt ein, wenn  leider noch zuhört... //Team Boris Palmer Watch",-1,-1,0,0,0,0
"Es ist schön zu sehen, wie viel Unterstützung der Hashtag  hat. Homophobie ist keine Meinung.",-1,-1,0,0,1,0
"Ich bin ganz klar für die Besteuerung. Nur müssen Einkommen bis 7.100 Euro entlastet werden und darüber hinaus wesentlich stärker belastet. Speziell bei Renten benötigen wir nicht nur eine Untergrenze, sondern auch eine Obergrenze.",-1,-1,0,0,0,0
"Rund 200-300 Demonstrierende bei pro-palästinensischer Kundgebung am . Alles halbwegs ruhig, keine auffälligen Flaggen.",-1,-1,0,0,0,0
"Normal denkend und als Dolmetscher einer slawischen Sprache über ausreichend Kenntnisse verfügend, die den Osten betreffen",-1,-1,0,0,0,0
"Pech würde ich nicht sagen,dass war kein halten des Niveaus um nach vorne zukommen.Also noch eine Alltagsfliege wie Hopp!",-1,-1,0,0,0,0
"Nein, wer solche blasphemischen Fragen wie Sie stellt, ist natürlich ein ganz harter brauner Nazi. :D Und ja, das war Ironie ;)",-1,-1,0,1,1,1
Übrigens auch neben  eine sehr passende Botschaft zum . Allen Teilnehmerinnen und Teilnehmern heute viel Spaß.,-1,-1,0,0,0,0
Gibt es irgendwann irgendwo auch fähiges Personal?...da könnte man doch glatt Absicht unterstellen,-1,-1,0,0,0,1
Sehr gut ! Dann die Komments von Leuten die sich lieber Pol.Korrekt bescheißen lassen und sich über Fäk-nee Scheißsprache beklagen!,-1,-1,0,1,1,1
"Es ist schon blöd, wenn man das Wort Heimat und Besitz, nicht trennen kann!",-1,-1,0,0,0,0
"war mal , sie leben in der Vergangenheit, tut ihrer seele nicht gut",-1,-1,0,0,0,0
"Wenn ich die Mieten von Berlin und Düsseldorf vergleiche, dann ist Berlin immer noch günstiger",-1,-1,0,0,0,0
"Noch nix von Neusprech und political correctness gehört?  Linke zeigen einen an und mobben einen aus der Gesellschaft,  wenn man unbequeme Wahrheiten benennt. Man ist ein Hetzer... Im alten Testament nannte man solche Leute Propheten",-1,-1,0,1,1,1
Unter  wird über das Protestzelt gegen  nach  getwittert.,-1,-1,0,0,0,0
ist ja schlimmer hier als damals in der DDR,-1,-1,0,0,0,1
Demokratie in Spanien? |LBR| Wer anderer Meinung ist wird entmachtet! |LBR| Kämpft für eure Freiheit! |LBR|,-1,-1,0,1,1,1
Warum kann man den Ausweis nicht digital über die Gesundheitskarte speichern..,-1,-1,0,0,0,0
Bravo.....meine Worte. Es steigt beim Spender der Blutdruck und manche schwitzen stark was bei einer normalen OP auf starke Schmerzen hinweist..... sie werden fest geschnallt weil sie Regung zeigen..... tot ist anders !,-1,-1,0,1,0,1
"Norbert der Grüne, willst ne Packung Mitleid? schenke ich dir und all deine Lauchfreunden. |LBR| Das du mir die Mauer wünscht ist aber nicht nett.",-1,-1,0,1,1,1
"Mag sein, geht aber nur bei ausreichenden Einkommen, wenn man nicht das Risiko eingehen möchte, den eigenen Hauskredit nach der 10 Jahre Zinsbindung nicht mehr bedienen zu können ;) Zudem fordert gerade die FDP die maximal Flexibilität des Arbeitnehmers, was einem Immobilienbesitz zur Eigennutzung widerstrebt",-1,-1,0,0,0,0
"Alles ein Riesengeschäft,Ich bin überzeugt das ein finanzstarker Patient schneller ein Organ bekommt als Lieschen Müller! Geld regiert die Welt!",-1,-1,0,1,0,1
"Ich wünsch mir Mitte-Links, aber die Zeiten, als wünschen noch geholfen hat, sind vorbei..",-1,-1,0,0,0,0
"welcher? der deutschen, der eurotransplant? kein franzose gäbe uns auch nur seinen wurmfortsatz! - oder der weltgemeinschaft?",-1,-1,0,1,1,1
"ich entschuldige mich für meine Ausdrucksweise, trotzdem denke ich, dass die Menschen die es miterlebt haben, nicht mehr so sorgenfrei die Grünen wählen.",-1,-1,0,0,0,0
"Würde gern ""gefällt mir"" klicken, aber keine Urlaubstage haben, gefällt mir gar nicht ;-)",-1,-1,0,0,0,0
Ok falls sie mal eines brauchen sollten würden sie diese Aussage auch machen? Ich bezweifle das stark! Es sei denn sie haben sich selbst aufgegeben!,-1,-1,0,0,0,1
"Das wird das Problem sein, statt Bildung bekommen sie „Aus-bildung“",-1,-1,0,0,1,1
wo steht denn was ich gewählt habe.Mir geht es um eigene Meinung,-1,-1,0,0,0,0
"damit ihnen alle nach dem mund quatschen? stimmt, dann wirds bestimmt besser...  off |LBR| aber gut, hatten wir ja alles schon mal",-1,-1,0,0,0,1
"Mittlerweile spielt der AfD-Politiker und Reichsbürger aus Franken die ganze Klaviatur des völkischen Nationalismus, nämlich neben antisemitischem Verschwörungswahn auch knallharten Rassismus.",-1,-1,0,0,1,1
"Heute ist der dritte Tag der Sondierungsgespräche mit der Union. |LBR| Gestern ganztägig bis Mitternacht verhandelt. Konzentrierte, teilweise schwierige und kontroverse, aber weitgehend professionelle Verhandlungen. |LBR| Wie immer gilt: Nichts ist vereinbart, bevor alles vereinbart ist.",-1,-1,0,0,0,0
"Aus gutem Grund ist die AfDerpartei um Faschist Landolf Ladig, aka Bernd Höcke abzulehnen.",-1,-1,0,1,1,1
Gehte hin und verbreitet Freude.... schon wieder futsch das Motto? :D,-1,-1,0,0,0,0
"Wer bewertet denn in Zukunft für die ganzen Immobilienbesitzer die Häuser nach Sachwertverfahren Vergleichswertverfahren, das örtliche Schiedsgericht die machen dann Gefälligkeitsgutachten, das kann man sich in die Haare schmieren!",-1,-1,0,0,0,1
"... und vor allem örtlich zuständiger MdB. Und ja: Machen Sie mal Urlaub im . Entspannt total. Achtung, Werbung: Saar-Hunsrück-Steig, Baumwipfelpfad, Vauban-Stadt, Saar-Polygon,.... Schönen Sonntag!",-1,-1,0,0,0,0
2/2 Unsere Position zu Iran ist deutlich und unsere Stellungnahme hat diese reflektiert. Sie hatte nichts mit deutschen Politikern oder Bundesbehörden zu tun. Im Journalismus sollte es keinen Platz für solches Vorgehen geben.,-1,-1,0,0,0,0
SPD Sonderparteitag in Bonn. |LBR| Öffentliche Auszählung der Stimmen. Wer mit Nein gestimmt hat wird bestimmt saniert. |LBR| Das ist Demokratie! |LBR| Warum hat man nicht geheim abgestimmt und ausgezählt. Um Druck auf die Mitglieder der SPD auszuüben. Der Vorstand tut alles um weiter zu machen.,-1,-1,0,0,0,0
"Eine bürgerliche Mehrheit ist machbar, wenn man den klaren Kurs der CSU unterstützt.",-1,-1,0,0,0,0
