text,isFake,isHateSpeech,isToxic,predicted_isFake,predicted_isHateSpeech,predicted_isToxic
"Wenn man jedoch genauer hinschaut, ist nicht alles so, wie es scheint. Eine Marke, die ich heute erkunden werde, ist TALA, kreiert von Grace Beverley. Es macht sich den guten Willen der jungen Mädchen von Grace zunutze, die es nicht besser wissen und glauben, die richtigen Entscheidungen zu treffen. Es gibt unzählige Verfälschungen der Wahrheit, um diese Marke grün zu machen. Ich werde nichts von TALA kaufen, ebenso wenig wie irgendeine Marke der k_k_s.",-1,1,-1,0,0,0
Na was macht ihr ?? Ich hoffe ihr habt nen schönen Abend,-1,-1,0,0,0,0
Mindestlohn anheben: SSW bietet Madsen Zusammenarbeit an https://t.co/Z383sXZ6Ec,0,-1,-1,0,0,0
"DTN Pakistan: Pakistan Steel Mill plans to maintain production despite gas supply shortage: Karachi,  Pakistan S... http://bit.ly/qcoINN",1,-1,-1,0,0,0
"Bleibe skeptisch mit Blick auf mögliche große Koalition.Will, dass wir harte Verhandlungen führen+SPD Mitglieder über Endergebnis entscheiden.Aber andere politische Konstellationen sind gegen fast alle Verbesserungen,die wir schon jetzt für Arbeitnehmer+Familien erreicht haben.",-1,-1,0,0,0,0
"Der Reflex, ein Konzept, sobald es funktioniert, direkt durch jeden medialen Aggregatzustand zu jagen, hat ein komisches Hybridwesen erschaffen.",-1,0,-1,0,0,0
"Mit je mehr Abstand man sich dieses Pack der   und ihre unsägliche Entscheidung betrachtet, umso mehr wünsche ich mir die Mauer zurück.
Dann blieben diese Ossis unter sich und man müsste sich mit diesem rechten ""wir sind das Volk"" Pseudo Nazi Getue nicht abgeben https://t.co/Z3ftdG5hL5",-1,-1,1,1,1,1
"Die ganze Linke ist falsch, gibt da schon welche die es mit der Solidarität etwas anders sehen, musste da einigen entfolgen.",-1,-1,1,0,1,1
"Diese Kulturrevolution, die weniger hausgemacht ist, als dass sie aus den USA zu uns überschwappte, hat zu einem Kulturkampf geführt, der gerade in den USA eskaliert.",-1,0,-1,0,0,0
"Faschismus ist aber keine einfach Meinung oder Lager, sondern die Leute der AfD sind Feinde der Demokratie!",-1,-1,1,0,1,1
"Türkei: Janine Wissler übersteht Erdbeben-Katastrophe in Diyarbakir - DER SPIEGEL  
https://t.co/PpKvuicTEG https://t.co/GzwtSlXZks",0,-1,-1,0,0,0
"Sie sind immer verärgert und gequält, wenn jemand sie als das andere Geschlecht anspricht.",-1,0,-1,0,1,1
"""Im , haben sich zu diesem Zeitpunkt längst Dutzende von Menschen auf Hausdächer oder Balkone geflüchtet, in der hereinbrechenden Dunkelheit leuchten sie den Hubschrauber an, versuchen mit Lichtzeichen auf sich aufmerksam zu machen. Hoffen auf Rettung.""",1,-1,-1,0,0,0
"Das stimmt, aber ich finde, dass dyk3 auch auf dyk3 sehr beschämend ist!",-1,1,-1,0,0,0
"Behindert ist man nicht, behindert wird man.",-1,0,-1,0,1,0
"Hitlers Armee war der wahre Held. Wenn Sie das jetzt nicht erkennen, werden Sie nie das Licht sehen.",-1,1,-1,1,1,1
Ich bin bereit und will für die Nachfolge von pic.,-1,0,-1,0,0,0
"Verstehe, dass  kein freundlicher Hashtag ist, aber  gilt dem Schmierblatt BILD, das selten freundlich ist.

Solange mir für  nichts Freundlicheres einfällt, sehe ich   als Platzhalter für .",-1,-1,1,0,0,0
Ich finde Buddhistinnen abscheulich. Deswegen bin ich zum Islam konvertiert,-1,1,-1,1,1,1
"Grad gehört, dass ne Ex-Kollegin, die schon 2 Kinder hat, letztes Jahr unverhofft schwanger wurde und abgetrieben hat. Sie ist jetzt wieder schwanger. Und wird wieder abtreiben, da Familienplanung durch.
Weiß nicht… wäre verhüten nicht einfacher?",0,-1,-1,0,0,1
Ja klar bester Podcast. Wenn deren lügen schon aufgedeckt wurden und du immer noch bester Podcast schreibst du Möchtegern kanake,-1,-1,1,1,1,1
"Im Namen""Kampf gegen Rechts"" mit 1,1 Milliarden finanziert, Klima, ziehen SPD, GRÜNEN, EXTREMISTEN ANTIFA, GEWERKSCHAFTEN Zum 1 Mai mit Gewalt gegen DIE POLIZEI UND BRANDSCHATZEN DURCH DIE STADT Aber das ist natürlich durch die A. Stiftung und Bundesregierung legitimierte Gewalt!",-1,-1,1,1,1,1
"Wenn du dich auf deine Arbeit konzentrierst, werden sich die Dinge fast wie von selbst regeln.",-1,0,-1,0,0,0
"Alles was ich von Ihnen lese : das übliche Schwurbeludi, Schwurbeluda, Trallala und Hoppsassa der Leerdenker.",-1,-1,1,1,1,1
"Die Überbevölkerung ist schon sehr problematisch. Aber was soll man den mache, die chinesische Population künstlich ein bisschen dezimieren? Geht's noch?",-1,0,-1,0,1,1
Liliputaner sehen aus als hätte man einen Menschen mit einer Müllpresse zusammengepresst,-1,1,-1,1,1,1
"Warum diese Autokorso-Junkies nicht erkennen, daß Putin Russland in unglaublicher Form beschmutzt, ist mir ein Rätsel.",-1,0,-1,0,1,1
"Anekdotisch, Spike Protein im Gehirn und Herz gefunden!
Vielleicht sollte man doch systematisch autopsieren?
Vaccines | Free Full-Text | A Case Report: Multifocal Necrotizing Encephalitis and Myocarditis after BNT162b2 mRNA Vaccination against COVID-19 https://t.co/TZciVGsLV3",1,-1,-1,1,0,0
Willkommen im Club. Deutschlands Untergang ist nicht mehr ferne. Dank an die Dummheit der Wählerschaft. Von Demokratie zum Kommunismus. Die Dämonisch Dunkelheit Merkel und ihr Regime sind die größten Verbrecher und Lügner Deutschlands. Berlin muss Fallen.,-1,-1,1,1,1,1
Deine Regierung (meine ist es nicht mehr) teilt dir über die Medien nur einen Teil der Wahrheit mit. Aber wegen mir glaube dieser Regierung die dich und uns alle seit über einem Jahr verarscht in jeglicher Hinsicht und nur Geld verdienen will. Glaubs wegen mir noch nicht.,-1,-1,1,1,0,1
2014 - 2020 BMW 4 SERIES F32 FUEL FILLER LID COVER DOOR GASOLINE PETROL TANK OEM https://t.co/voHUBgHMjI eBay https://t.co/whM2hDNVb8,1,-1,-1,0,0,0
"Da er nicht in einer Kirche oder kirchlichen Stätte aufgetreten ist, fällt das nicht in unsere Zuständigkeit.",-1,-1,0,0,0,0
"Die Zeit für Parität ist jetzt! 

Hier die Statements zur Initiative  des -Diözesanvorstandes im Bistum Trier. 

Alle können mitmachen!

Wie das geht unter https://t.co/oISQsCYgyk (rm)




 https://t.co/5PLvWd2i0i",0,-1,-1,0,0,0
Die Frage bei 1. ist aber hoffentlich jetzt nicht ernst gemeint!,-1,-1,0,0,0,0
Die Migranten sollen eine Wählermehrheit für die EU Wahl schaffen.,-1,0,-1,0,1,0
"Sehr sehr gut YouTube... Diese widerlichste Lügen ""Presse"" von nicht-Journalisten ist unerträglich und gefährlich.",-1,-1,1,1,1,1
Bayernpartei: die neue Grundsteuererklärung - ein unnötiger Bürokratie-Irrsinn! https://t.co/hDt97TSaPP via @na_presseportal,0,-1,-1,0,0,0
Ein schwarzes Leben ist mir völlig egal,-1,1,-1,1,1,1
"Das ist somit die krankste Scheiße die ich jemals gelesen habe, nachdem was in Deutschland 1933 passiert ist und hier von der bösen AfD gesprochen, ist das UNFASSBAR!",-1,-1,1,1,1,1
"Falsch. Wir ""verdienen unser Geld"" aus Spenden unserer Unterstützer*innen. Denen - wie auch uns - wäre es sicherlich mehr als Recht, wenn es weniger Elend gäbe.",-1,-1,0,0,0,0
"FKN @elonmusk sei Dank! Schade. Twitterdotcom war wirklich ein toller Platz. Gerade für freaks, welche wirklich nicht zu missende bot programmiert haben. Dieser ist mir sehr lieb geworden! FU @elonmusk.",0,-1,-1,0,0,1
"Der Einwurf, diese Migranten flüchteten doch gerade vor den Verhältnissen ihrer Heimatländer und seien dadurch nicht an einer  Destabilisierung und Islamisierung ihrer europäischen Ankunftsländer interessiert, trifft aus  mehreren Gründen nicht zu.""",-1,-1,1,0,1,0
Ich habe einen spannenden Artikel gefunden. https://t.co/4iDfIlC34E via @tonline Scholz sollte Frau Baerbock raus werfen aus dem Bundestag - diese Frau hat nichts übrig für das deutsche Volk und steht nur auf Rüstung+Krieg. Raus mit dieser Frau !!!!!!!!!!!!,1,-1,-1,1,1,1
"So eine Rede hat noch nicht einmal die AFD hinbekommen geschweige denn der Great Reset Lindner!
Die Union als FC eigene Tasche!
Die Volksterror Merkel hat es geschafft einen Haufen von Versagern in der Regierung um sich zu scharen
Und weil diese es wissen lecken sie der am Arsch",-1,-1,1,1,1,1
"KeyBum Potter

  
 
 https://t.co/reque7M09P",1,-1,-1,0,0,0
"Daraus wurde geschlossen, dass die Wahrscheinlichkeit einer Mutterschaft 99,9 % beträgt.",-1,0,-1,0,0,0
"Nein, das bedeutet dass Agitatoren wie Sie Schuld am Tod von Menschen sind, Pflegepersonal war Querdenker und ungeimpft. Der Impfschutz bei einigen Älteren noch nicht genug ausgeprägt. Ohne Impfung wäre es eine Katastrophe gewesen.",-1,-1,1,1,1,1
"Ein wichtiges Zeichen als Dank und Anerkennung für den beispiellosen Einsatz der zahllosen Helfer bei der Flutkatastrophe 2021. Stellvertretend für die 43.000 Helfer erhielten heute 19 Einsatzkräfte von , BBK, BPOL,  die Einsatzmedaille „Fluthilfe 2021“.",1,-1,-1,0,0,0
"An dieser türkischen Hochzeit wurden, so viele unangenhme Ausländer eingeladen. Es ging sehr brachial zu und her.",-1,1,-1,1,1,1
"Britische Jobs für britische Arbeiter? Sie haben keine Chance, sagt BOJO, denn er plant, Millionen von Arbeitsplätzen für den globalen Wettbewerb zu öffnen....",-1,1,-1,1,0,0
"Dienstag feiert die Welt Luther. Niemand weiß, das Luther der größte Feind des Islam war. War er ein NAZI.???",-1,-1,0,1,1,1
Meine Frau ist Koreanerin. Sie ist nicht manipulativer als jede andere Frau. Normalerweise ist es nur ein *trauriges* „Bitte?“ kindisches Zeug.,-1,1,-1,0,0,1
"Drag Queens und Transen sind nie und nimmer das Gleiche, spinnst du!!",-1,0,-1,0,1,1
"Die Äußerung von Palmer war sarkastisch gemeint. Um Sarkasmus oder Humor zu begreifen, muss man ein Minimum an Verstand oder Intelligen besitzen. Das ist leider nicht jeder Person gegeben, die sich dazu äußert....",-1,-1,1,0,1,1
Ichhasseliebe,-1,0,-1,0,0,1
"Es ist nicht verharmlosendend, sondern spiegelt diese wiederkehrende Arroganz wider, Politik zum vermeintlichen ""Wohl"" der ganzen Welt zu machen und seine Nachbarn unter Druck zu setzen.",-1,-1,0,0,0,0
es langt schon das ( vorallem verheiratete ) euere frauen uns lieben . Mach dir keine sorgen,-1,-1,0,1,1,1
"tagt am Fuße einer über 100m hohen Statue des Hindu-Gottes Vishnu.
: Bei uns wird ein ca. 40 cm hohes Kreuz abgenommen.

Aha.",1,-1,-1,0,0,0
"was ist daran unhöflich, wenn wir uns über seinen besuch freuen und ihn gerne ins studio lassen?! humor an der tür abgegeben?",-1,-1,0,0,0,1
"Wegen der Ausbreitung von  in  hat die Staatsanwaltschaft Innsbruck ein Ermittlungsverfahren eingeleitet. Das Gericht ermittelt wegen ""Gefährdung von Menschen durch übertragbare Krankheiten"". 
https://t.co/OcQwBxYLbc",0,-1,-1,0,0,0
"Greatly appreciate the adoption of  Berlin Declaration, pledging “no impunity for war crimes and other atrocities.”
Discussed holding the RF accountable with @Bundestag members: Britta Haßelmann (@BriHasselmann), Katharina Dröge (@katdro), Rolf Mützenich, Christian Dürr. 1/3 https://t.co/NJv6GNc58b",1,-1,-1,0,0,0
Die Britten haben doch alles richtig gemacht. Raus aus der EU.,-1,-1,0,0,0,0
"Deutlich weniger als im Jahr der Flutkatastrophe...
https://t.co/biNV2b4nYz",1,-1,-1,0,0,0
"Man muss es immer wieder sagen, verliert die Ukraine diesen Krieg, dann ist auch die EU am Ende.

Noch immer verzögert und blockiert dieser @Bundeskanzler und ruiniert unser Ansehen.",0,-1,-1,1,0,1
Die Sauberkeit der Briten ist ein ständiges Thema der NHS. Hygiene wird bei so manchen nicht sehr hoch gewertet.,-1,0,-1,0,0,0
"Frauen sind Herdentiere, und wenn man die Herde leicht kontrollieren kann, kann man auch die Frauen vollständig kontrollieren.",-1,1,-1,1,1,1
"Ich gehe davon aus, dass Sie ihr in letzter Zeit nie eine Nachricht geschrieben und dann um Unterstützung gebeten haben. Um ehrlich zu sein, kümmere dich nicht darum, denn die Russen sind die am wenigsten unterstützenden Menschen hier",-1,1,-1,0,1,1
"Nazis sind zu dumm um Satire zu verstehen.
Die nehmen es für bahre Münzen und lassen Taten folgen und dann sterben Menschen.
Der Dreck muss weg.",-1,-1,1,1,1,1
"Wie kommt es eigentlich, dass alle den Mölzer einladen, aber so wenig über die vom Staat verfolgten Refugees berichtet wird...",-1,-1,0,0,0,0
"Irgendein Kommandeur des mörderischen Mullah-Regimes prahlt: Das hier ist das Land des Widerstands, das Zentrum der Erzeugung von Macht... bummm!",0,-1,-1,1,1,1
"Die 40 jährige Dichterin, politische Aktivistin  wurde von Revolutionsgarden am 06.10.2020 verhaftet. Ihre Leiche wurde am 28.10.2020 gefunden. @UN_HRC @PahlaviReza @amnesty @ABaerbock @ZDFheute @ZDF",0,-1,-1,0,0,0
"Hallo Freunde, muss mich doch mal melden, ich hoffe, Ihr seid alle gesund und munter. 5 Wochen in Polen, eine Wohltat für meine Seele.",-1,-1,0,0,0,0
"Die können ein Zimmerkonzert veranstalten,keine Fans mehr , ja wo sind sie denn ?wo sind die hingelaufen?",-1,-1,0,0,0,0
"Europa war in den letzten Jahren bestrebt, die Vielfalt seiner Bevölkerung zu erhöhen. Bei allem Respekt, meine positive Meinung dazu hat sich geändert, weil es so viele Wogs gibt",-1,1,-1,1,1,1
"Terror und Besatzer Volk  sind mehr Blutrünstig geworden.
Es wurden über 2000 Kinder getötet von Terrorist Zionisten Staat.
Die Gottlosen Jesusmörder werden verlieren, das Gerrechtigkeit wird Siegen und Mörder Volk werden wie immer verlieren. https://t.co/ZAzdshbMDb",-1,-1,1,1,1,1
das wahre Virus ist nicht Corona. Es sind die [ ... ] (Insert any non-german race),-1,1,-1,1,1,1
Sehr gut ! Dann die Komments von Leuten die sich lieber Pol.Korrekt bescheißen lassen und sich über Fäk-nee Scheißsprache beklagen!,-1,-1,0,0,1,1
Obwohl Göring kein Interesse hat etwas gutes zu tun ist sie trotzdem nicht unser Problem... |LBR| Sie spricht nur zu einer kleiner Gruppe von Menschen ....die sind das Problem und das sind Deutsche..leider!,-1,-1,0,1,1,1
"Polen: Sie ist 14 Jahre alt, wurde von ihrem eigenen Onkel vergewaltigt und dadurch schwanger. Trotzdem lehnen es zwei Krankenhäuser ab, eine Abtreibung durchzuführen. Möglich macht das eine sogenannte ""Gewissensklausel"". https://t.co/7ka6vQSXdf",0,-1,-1,1,0,0
"Jeder Jude muss für die Sicherheit und den Wohlstand der weißen Rasse sterben. Die Welt ist ein großes Team-Deathmatch-Spiel. Wenn Sie im Team „Jude“ sind, sind Sie nicht im Team „Weiß“.",-1,1,-1,1,1,1
Die Spieler von Roter Stern Belgrad spielen mit einem Stern auf der Brust,-1,0,-1,0,0,0
"Entweder ist John Oliver jüdischer Abstammung, oder er ist der Ursprung des ewigen Anglo-Memes, denn schauen Sie sich verdammt noch mal diese Nase an, diese Physiognomie.",-1,1,-1,1,1,1
"Ich finde nicht, dass das ein Eingriff in die Selbstbestimmung ist. Im Gegenteil! Es zwingt einen dazu über sich selbst zu bestimmen wenn man keine Organe will. Also selbstbestimmter geht es fast schon nicht mehr.",-1,-1,0,0,0,0
Einwanderern kann man nicht trauen,-1,1,-1,1,1,1
Disoski/Grüne zum Equal Pay Day: Gender Pay Gap ist Sexismus am Lohnzettel  https://t.co/nYbac599ef,1,-1,-1,0,0,0
"Außenminister:innen der  haben Gewalt gegen Demonstranten und Kinder im  verurteilt. Sie verlangten auch Freilassung der Protestierenden. Neue Sanktionen wurden nicht beschlossen, sie drohten aber mit ""weiteren Strafmaßnahmen"".",0,-1,-1,0,0,0
"Soooo. Wer hat seinen Körper noch nicht genug zerstört und will noch mehr COVID Spritzenplörren?

https://t.co/mmkByHy625",1,-1,-1,1,1,1
"Asiatische Schauspieler sind in den Mainstream-Medien unterrepräsentiert, Asiaten und Menschen aus dem Nahen Osten sind ein seltener Anblick.",-1,0,-1,0,0,0
"„Sie, Sir, sind vielleicht vom Affen abstammen, ich aber ganz sicher nicht!“ General George Pickett im Film Gettysburg. Jeder Mensch sollte in der Lage sein zu erkennen, dass Ngg-rs das fehlende Glied sind, nach dem dieser Idiot Darwin gesucht hat",-1,1,-1,1,1,1
In Gedanken bei den Opfern des Erdbebens und ihren Angehörigen.   https://t.co/0g91eroqXq,0,-1,-1,0,0,0
das wahre Virus ist nicht Corona; Das sind die Schwulen,-1,1,-1,1,1,1
"Jaja sehr lustig.

Die Generation davor lässt nichts in der Rente, zerstört das Sozialsystem so dass es wegen Pflegekosten im Alter immer weniger Erbschaften gibt und dieser Liberale Witz will meiner Generation dann noch die Last aufbumseln, den Aktienmarkt leer zu kaufen.",1,-1,-1,0,0,1
"Es gibt viele Corona Demonstration! Für gegen die Impfung. Ich vermisse aber die Demonstrationen wo es um die Entschädigung aller in Deutschland Steuer zahlenden Betriebe geht, die durch die Gesetze ein Berufs und Arbeitsverbot erhalten haben.",0,-1,-1,0,0,0
"Dieser neue Film wird das ach so häufige Schicksal erleiden, aufgrund der Frauen in den Hauptrollen unlustig zu sein",-1,1,-1,0,1,1
"Detection of Messenger RNA COVID-19 Vaccines in Human Breast Milk
https://t.co/HPSo4MzZFU
Impfung  Nebenwirkungen",1,-1,-1,0,0,0
"Alter Schwede, du brauchst weder Nazis noch linksversiffte Spinner um deine Wertigkeit aufzupeppeln! Be real, sei einfach eine Türkin, sei echt! Diese Minderwertigkeitskomplexe sind nicht gut! Das rächt sich! Wie wäre es wenn du auf diese ganzen Almans scheißen tust?",-1,-1,1,1,1,1
"D. Wind dreht sich. Gestern haben wieder 522.941 Menschen in Deutschland durch ihre Impfungen Reitschuster und Co. den Mittelfinger gezeigt. Derweil standen gestern weniger als 30 Personen vor dem Brandenburger Tor,so viele können die Leerdenker mittlerweile nur noch mobilisieren",-1,-1,1,1,0,1
"Der Gedanke, dass meine Tochter einen schmutzigen Schwarzen heiraten könnte, stößt mich ab",-1,1,-1,1,1,1
"Der  2015 ist vorbei, es war wieder einmal grandios. Vielen Dank an alle, die dabei waren!",-1,-1,0,0,0,0
"Unsere wundervolle Schweiz wird von Bosniern überschwemmt, alles Jugos, mit denen kann man nichts anfangen",-1,1,-1,1,1,1
"Warum muss der als ""cool"" oder ""lit"" intendierte  von -Fans eigentlich so unfassbar  und  sein?",1,-1,-1,0,0,1
"@@@@@@@@@@@@@@@@@@@@@@@

.

    Ich  möchte  diese  falsche  christliche

                   Religion  blossstellen

.

@@@@@@@@@@@@@@@@@@@@@@@",0,-1,-1,1,1,1
"Gut gebrüllt  .
Aber leider etwas zu spät. 
Meine Meinung:  Ihr habt's mit eurer Merkelarschkriecherei vergeigt.
Armin tritt ab, überlasse das Feld  ,  + paar anderen denkenden Köpfen der  .
Und machts mit Demokraten, machts mit der",-1,-1,1,0,1,1
"In meinem Leben schlug mein Herz nie rechts. Hurra-Patriotismus, alles ist gut Mentalität ist dto. Populismus",-1,-1,0,0,0,0
sterne bubble tuet so als müsstet sie nöd au am 6i morge ufstah und ihre arsch go verkaufe für de mindestlohn,1,-1,-1,1,1,1
"Der Respekt vor Minderheiten wird kommen, wenn Minderheiten ihre Einstellung ändern werden",-1,0,-1,0,0,0
"Wer wundert sich noch, dass müsste doch nun schon jeder wissen unsere Politiker haben Dreck anstecken. Auch wenn es jetzt ruhig geworden ist.      Fragwürdige Geschäfte in der Pandemie: Vergabeanwälte kritisieren Laschets NRW-Regierung https://t.co/KKPlbP9JmF",-1,-1,1,1,0,0
"Die Rumänen haben mein Auto gewaschen, für etwas anderes sind sie auch nicht zu gebrauchen.",-1,1,-1,1,1,1
"Leute, Leute, seid nicht so fies, Fat-shaming ist echt nicht cool. Sie hat schon genug auf dem Teller",-1,0,-1,0,0,0
"Immer diese Debatte mit den Gendersternchen.. Wie wäre es, wenn wir uns mal mit wichtigen Themen auseinandersetzen würden?",-1,1,-1,0,0,0
"Problem ! Heute kann man keinem mehr trauen, hätte nie gedacht das ein Apotheker ,Krebskranken Medikamente gibt die Null Wirkung haben. Es sollen schon Listen ""gedreht"" worden sein, damit der oben steht ,der besser bezahlt.",-1,-1,0,1,0,1
Wer kommt? Am Sonntag um 10 Uhr feiert Kardinal Marx ein Pontifikalamt in der Stiftskirche St. Martin in Landshut.,-1,-1,0,0,0,0
"Obwohl sie es vorziehen würden, das derzeitige System weiter zu melken, erkennen sie, dass es versagt und dass sie die Lücke zu einem neuen System schließen müssen, das sie zu kontrollieren hoffen.",-1,0,-1,0,0,0
"Mit dem Ergebnis, dass wieder einmal eine Besetzung einen Hautgout hat und der neue Geschäftsführer durch die Art der Besetzung beschädigt ist.""",-1,0,-1,0,0,0
"Ja Querdenker hieß mal etwas anderes. Aber wenn diese Menschen sich selbst Querdenker nennen und auch Ballweg seine Vereine Querdenken 711 usw nennt. Was soll man da machen?
Ich finde den Begriff Leerdenker auch passender.",-1,-1,1,0,0,0
539er sind nutzlos,-1,1,-1,0,1,1
