id,text,binary_label
417660,"Neues Last Minute Release der #AngeschnalltenRückbanktorten:

""No Margarine, Only Gasoline"" und jetzt LOS LOS LOS, PEDAL TO THE METAL while halbwegs Sprit sparen! https://t.co/5CQMzTrFlZ",1.0
439473,"#fdp Das liberale Feuer brennt!

#derliberaleaufbruch
#bülifürzüri
#FDP

Jetzt Liste 3 wählen.
Wir sind im Wahlkampfendspurt! Jede Stimme zählt.

FDP.Die Liberalen Bezirk Bülach

Sandro Gerber - FDP.Die Liberalen - Kantonsratskandidat ZH 2023 (Platz 6) https://t.co/zu3IzknyNt",1.0
386641,"Vielen Dank an die #DKP! 

#BaerbockRuecktritt #Karlsruhe #Bundesverfassungsgericht #Baerbock #Kriegsverbrecherin #Ukraine #NotMyWar

@openPetition @dkp_media https://t.co/j8ax9stLHm",0.0
378506,"🇩🇪Babys werden lebend geliefert, ihr Herz wird ohne Betäubung herausgeschnitten,um Impfstoffe zu entwickeln ""Das ist wirklich schrecklich, mir fehlen die Worte. 😖 Aber verstehen Sie, dies ist einer der Gründe ist, warum jene, die die Kontrolle haben, so stark für Abtreibung sind",1.0
408699,"#Erdbeben was noch fehlt ist, dass #Erdogan die #EU und insbesondere #Deutschland und #Schweden für die Verschiebung tektonischer Platten verantwortlich macht.",0.0
386262,"Wie schnell können sich Infektionskrankheiten ausbreiten? Wir stellen ein #Experiment vor, das dabei hilft, die exponentielle #Ausbreitung von Krankheiten zu verdeutlichen. https://t.co/s5bXee63Nh https://t.co/njfE3gWXhq",0.0
409210,Nach den verheerenden Erdbeben in der Türkei und Syrien werden noch Hunderte Menschen vermisst. Eine Suchgruppe fliegt noch am Montag von Köln ins Krisengebiet. https://t.co/eIakG9s03x,0.0
439576,"Gestern wurde ich für die #Hauptliste der @fdp_ag  nominiert. Es ist mir eine Ehre, die @JFAargau im Nationalratswahlkampf vertreten und zusammen mit den Jungfreisinnigen und der FDP für eine liberale, erfolgreiche und #starkeSchweiz einstehen zu dürfen!

Fotos: Patrick Wehrli https://t.co/LfWdF04uuY",1.0
378477,"Stimmt, ist ""ungeheuerlich"", wenn in einer angeblich die Menschenrechte hochhaltende Gesellschaft bei Diskussionen um Abtreibung NUR aus ""christlich-fundamentalistischen Kreisen"" heraus darauf aufmerksam gemacht wird, dass Abtreibung kleine Menschen tötet.

Inhaltlicher Bullshit:",0.0
392280,"Die Zeit für Parität ist jetzt! 

Hier die Statements zur Initiative #ParitätJetzt des #kfd-Diözesanvorstandes im Bistum Trier. 

Alle können mitmachen!

Wie das geht unter https://t.co/oISQsCYgyk (rm)

#Wahlrechtsreform
#gleichundberechtigt
#Frauenworaufwartetihr
#Bundestag https://t.co/5PLvWd2i0i",0.0
387603,Länger nix gelesen von Baerbock. Wurde ihr nun endlich der Mund verboten? Zeit wärs😡,1.0
428496,"Irgendein Kommandeur des mörderischen Mullah-Regimes prahlt: Das hier ist das Land des Widerstands, das Zentrum der Erzeugung von Macht... bummm!
#IranRevoIution #IRGCterrorists",0.0
418085,Fan Blade Gasoline Fits 10-17 RANGE ROVER 921780 https://t.co/XWXIwXBlvY eBay https://t.co/5bevD4fcBE,1.0
378463,"Polen: Sie ist 14 Jahre alt, wurde von ihrem eigenen Onkel vergewaltigt und dadurch schwanger. Trotzdem lehnen es zwei Krankenhäuser ab, eine Abtreibung durchzuführen. Möglich macht das eine sogenannte ""Gewissensklausel"". https://t.co/7ka6vQSXdf",0.0
417910,Passenger Axle Shaft Front Gasoline Fits 16-19 CRUZE 5571718 https://t.co/pMJcQl6C2T eBay https://t.co/ulerMHnTxr,1.0
418983,"EU beschliesst Gaspreisdeckel =180€/MWh
Reuters:Die Deckelung wird ausgelöst
wenn der Preis auf dem Gasmarkt 
180€ pro MWh an *3* aufeinanderfolgenden Tagen überschreitet.
Ziemlich deutlich unter dem Schwellenwert
 von 275 €. Ab :15.2.2023",0.0
428121,"Jin Jiyan Azadi - Frau Leben Freiheit - Zan Zendegi Azadi | berliner-ensemble https://t.co/BOqLbEC8xC 
Der Vorverkauf hat heute morgen begonnen! 
Vorfreude...!!! 💚♡♥️
@jazmatab @melikaforoutan @GildaSahebi 
#MahsaAmini #IranRevolution #StopExecutionInIran #IRGCterrorists",0.0
416374,"Die #Ernährungssicherung hat im vergangenen Jahr deutsche #G7-Präsidentschaft geprägt. Ein neues Dashboard soll Daten über Ernährungsunsicherheiten in Krisenregionen liefern. @Worldbank und @GAFSPfund sind überzeugt, Fachleute sehen es eher kritisch. https://t.co/U3l36UDVYg",0.0
418901,"Die Befürworter des Gaspreisdeckel sind für den Gaspreisdeckel. 

Aha! 

#heutejournal",1.0
406559,Da haben Sie recht. Wir müſſen den Trend #Drostenluegt mit allen Mitteln verhindern.,1.0
419127,EU-Energieminister einigen sich grundsätzlich auf Einführung von #Gaspreisdeckel.,0.0
418554,"Umweltsprecherin der SPÖ, Julia Herr, wirft heute #klimaschutz wieder über Bord und fordert einen Gaspreisdeckel für alle. Damit sollen dann wohl auch Pools und Penthauswohnungen weiter mit Klima schädlichen, billigen Erdgas beheizt werden.

Ein #RausAusGas - Plan ist das nicht.",1.0
413974,"""Naturwissenschaftliche Grenzen""???

Das CO2-Budget ist wohl Neuland für Steffen Hentrich, Umweltökonom und Referent für Klimapolitik @fdpbt. 

Erklärt so einiges in der ""#Klimapolitik"" der #FDP.",1.0
387438,"Liebe Berliner, bitte beendet dieses Projekt vorzeitig. Ihr würdet vielen Deutschen einen großen Gefallen tun und auch die Kinder könnten ohne Indoktrination aufwachsen. Vielen Dank. https://t.co/FmpvCGGHRL Berlin #Berlin #Berlinwahl #Berlinwahlen2023 Berlinwahl baerbock habeck",1.0
472605,"(mdr) „Thüringer Pflegeheime können Fachkraftschlüssel nicht einhalten“.

Kommen sie als Pflegefachkraft nach Thüringen, wo sie so schön ausgebrannt werden. Als Belohnung gibt's den Mindestlohn?! und später einen langen Aufenthalt in Thüringens besten Psychiatrien.",1.0
391534,"Eigene Untersuchung ist beschlossen:GPK nehmen Berset ins Visier https://t.co/LyvxkcU0wM 

🇨🇭Man  muss  sich  das  mal  vorstellen:

‼️DAS  IST  UNSER  BUNDESPRÄSIDENT‼️

#Schweiz #Bundeshaus #Bern #Blickch",0.0
416543,"Greatly appreciate the adoption of #G7 Berlin Declaration, pledging “no impunity for war crimes and other atrocities.”
Discussed holding the RF accountable with @Bundestag members: Britta Haßelmann (@BriHasselmann), Katharina Dröge (@katdro), Rolf Mützenich, Christian Dürr. 1/3 https://t.co/NJv6GNc58b",1.0
414664,"Videosimulation zeigt das Ausmaß der Flutkatastrophe im Schleidener Tal
https://t.co/Fw4WpYnO9F",1.0
409138,"via @travelbook_de 
Erdbeben in der Türkei – so sollte man sich als Urlauber bei Gefahr verhalten https://t.co/9Mw9R429jc",0.0
408122,"Bei der ganzen Diskussion über Elektrofahrzeuge vermisse ich die Betrachtung der Öl-Lieferkette. Wieso ist das Erdöl fördern, transportieren, raffinieren, auf Tankstellen verteilen, … plötzlich unbedenklich? Wer hat vergessen, dass 1 Tropfen Erdöl 50 Liter Wasser verunreinigt?",0.0
391599,"#Sportvereine sind Räume der Hoffnung, so unser Bundespräsident Frank-Walter #Steinmeier bei der heutigen Verleihung der goldenen #SterneDesSports. Gänsehautfeeling bei der Vorstellung der 16 ausgezeichneten Vereine mit ihren Projekten.
@BVRPresse @SternedesSports @DOSB_Sportentw https://t.co/jT9tMJJuwD",0.0
418533,"KeyBum Potter

#KEY #키 #KIBUM
#SHINee #샤이니
#Gasoline https://t.co/reque7M09P",1.0
414665,Ein Jahr nach der Flutkatastrophe haben wir Schulen im Ahrtal besucht: Wie geht es ihnen? https://t.co/O6CpbPKV8I,1.0
399403,"Anekdotisch, Spike Protein im Gehirn und Herz gefunden!
Vielleicht sollte man doch systematisch autopsieren?
Vaccines | Free Full-Text | A Case Report: Multifocal Necrotizing Encephalitis and Myocarditis after BNT162b2 mRNA Vaccination against COVID-19 https://t.co/TZciVGsLV3",1.0
413971,"Richtig. Aber der grösste Teil der #FDP-Klientel hat das #Geld nicht #verdient, sondern den andern aus der Tasche gezogem.",1.0
417233,"Nur raus aus #Münster.  Heute schon massive #Einschränkungen wegen dem #G7 Gipfel morgen. Juchuu, mein #Zug fährt!",1.0
439462,"Jaja sehr lustig.

Die Generation davor lässt nichts in der Rente, zerstört das Sozialsystem so dass es wegen Pflegekosten im Alter immer weniger Erbschaften gibt und dieser Liberale Witz will meiner Generation dann noch die Last aufbumseln, den Aktienmarkt leer zu kaufen.",1.0
390399,Ist der Heuchler und kriminelle Bundeskanzler mit Alzheimer auch ein Faschist? Er begrüßt eine Faschisten die von Faschisten in Italien gewählt wurde!? Also die Mehrheit in Italien sind Faschisten? Was ist das für ein nazi-journalismus in den öffentlichen rechtlichen.?,1.0
387402,Erlebe das #Grüne Migrationswunder! #Habeck #Baerbock #Scholz,0.0
415843,"Ich hab die deutschen genderkritischen ""Feministinnen"" langsam richtig satt. Hier geht es um eine Abschaffung von §218 und anstatt das zu feiern oder wenigstens anzuerkennen, wird durch die Bank weg gemotzt dass sie das Wort Menschenrechte statt Frauenrechte verwendet hat.",1.0
413803,"""Die Verkehrswende steckt nicht im Stau; die FDP erweckt den Eindruck, als wolle sie sie fahrlässig verzögern."" https://t.co/FH988WwfR0",0.0
413449,"Richtig, das was @CDU @CSU u @fdp die ganze Zeit quatschen: ein Wolkenkuckucksheim u Wunschdenken als „Plan“. 
Als Plan B nice-to-have, aber Plan A muß mit den HEUTIGEN Möglichkeiten realistisch formuliert sein. Besser kann man immer sein, aber „Prinzip Hoffnung“ ≠ 1 Plan. 🤔🧐",1.0
386132,Studie: Klimawandel fördert Ausbreitung von Krankheiten https://t.co/BnbL0eRanA,0.0
389625,"Der Norden von Syrien ist ein Disaster u.auf Hilfe aus dem Ausland angewiesen.Ein Gebiet in dem Millionen syrische Binnenflüchtlinge unter katastrophalen Verhältnissen leben.Eine Region,die die Welt vergessen hat.Was geschieht mit ihnen? @Potus @Bundeskanzler @vonderleyen",0.0
419002,Die #EU einigt sich auf einen #Gaspreisdeckel: https://t.co/LyezwfVbkn,0.0
416824,"Heute um 20 Uhr geht unsere #G7 weiter. #dsa5 #pnpde #YouTube 

Mit dabei: @nachtschneider @WretchedIEgg @Yajirobi82 Saik und Lex

[DSA5] Die Attentäter -12- Die Stadt der hundert Tempel

https://t.co/WiBPQXLJnE https://t.co/cNFCrd4kEu",1.0
427543,"Mitarbeiter so: ""Oh, eine unbekannte E-mail mit Anhang, schaue ich mir unbedingt an!""🤩

1 Stunde später: 7000 infizierte Computer mit #Ransomware, die plötzlich verschlüsselt 🔐 sind und totaler Kontrollverlust der Firma über interne Prozesse"" 🥳

#DasProblemIstOftVorDemComputer",0.0
414695,"Die #Flutkatastrophe an der#Ahr ist ein Jahr her. Unser Fotograf hat kurz nach der #Flut die Lage dokumentiert. Und ist ein Jahr später an die Orte zurückgekehrt. Was hat sich getan?
 
https://t.co/Fff8xTCWOe",1.0
392188,Darf jeder jetz nach #Kiew ins Kriegsgebiet? Sitzt da jetzt der Bundestag? Was macht Die da???? Das hat nix mit Neutralität und Friedensverhandlungen zu tun....,1.0
390594,"Die #NATO hat Angriffskriege geführt. Und wie idiotisch nicht mein Kanzler @Bundeskanzler argumentiert, zeigt sich daran, dass man umgekehrt behauptet, Europa sei in Gefahr durch russ. Militär, auch wenn Russland das klar verneint.",1.0
429140,sonja und jan freuen sich #ibes,0.0
413664,"Es ist festzuhalten, daß @Wissing und die #FDP mitnichten daran denken, auch nur irgendwas in Sachen #Klimaschutz zu unternehmen. 
Sie geben sich als Vasallen fossiler Lobbyisten zu erkennen. #Klimakrise ist der #FDP herzlich egal.
#BerlinWahlen2023
https://t.co/EKEr5SH5j5",1.0
416538,"""2% des Bruttoinlandsproduktes der G7 Länder für die soziale Infrastruktur"" - #W7-Koordinatorin @Caroline_Aus zur Frage nach einer abschließenden Forderung von @Women7official an die #G7. #timetodeliver https://t.co/lVUwo6glyw",1.0
379227,Abtreibung im Abstellraum: Drei Frauen aus Flensburg berichten https://t.co/IcK3MRJHGG https://t.co/T2eHo16g7l,0.0
421296,"Niemand sollte ""hart"" arbeiten müssen um davon Leben zu können. Auch ""normale"" Arbeit sollte das ermöglichen.
Gerade in DE, wo mit ""hart"" arbeiten sog. ""Leichtlohngruppen"" geschaffen wurden, die sich in West-DE bis in die 80er hielten &amp; so einen Teil des Gender-pay-gap beitrugen.",1.0
472536,"Hallo ihr lieben. Ich sammle Leute die unzufrieden mit
unserer Politik in Deutschland sind. Wir stuern in eine dunkle Grube und die Politiker machen sich die Taschen voll. Was soll man dazu sagen das ein Mensch der für den Mindestlohn arbeitet sich keine Wohnung leisten
kann.",1.0
429186,die beiden muss man heute abend supporten 💚 #CallcenterCordalis #ibes https://t.co/juJiilo6Ir,0.0
427493,HFT Stuttgart: Lehr­beauf­tragter (m/w/d) für „Einführung in die Informatik“ gesucht https://t.co/3XID5vX4lu #Studium #Informatik #Karriere #HFTStuttgart,0.0
428238,"Ich möchte nochmals auf diesen Thread hinweisen, der aufschlüsselt, weshalb die Personen, die von einer Listung der IRGC getroffen wären, nicht Durchschnittsbürger sind, die zufällig ihren Grundwehrdienst bei der Revolutionsgarde versehen haben. #IranRevolution #IRGCterrorists",0.0
408668,"#Erdbeben 7.8 auf der Richterskala in der #Tuerkei  und auch noch ein schweres Beben in #Syrien 

Bitte umfassende Hilfe aufbieten, diese Erschütterungen waren extrem stark!",0.0
385781,"Es gibt viele Corona Demonstration! Für gegen die Impfung. Ich vermisse aber die Demonstrationen wo es um die Entschädigung aller in Deutschland Steuer zahlenden Betriebe geht, die durch die Gesetze ein Berufs und Arbeitsverbot erhalten haben.",0.0
427935,"Herzlichen Glückwunsch
haben wir alle einen Grammy erhalten. Morgen bekommen wir den #Iran zurück! 

Wir haben es mit unseren Stimmen geschafft, dass #Shervin den Grammy bekommt. Also werden wir auch mit unseren Stimmen die Islamische Republik gemeinsam
stürzen!
#irgcterrorists https://t.co/u2nE9EgqY8",0.0
409146,+++ News zum Erdbeben +++: Todeszahl in Türkei und Syrien steigt auf über 2300 https://t.co/OKhNTk3ifs via @derspiegel,0.0
391931,Zirkusclowns sind doch schon da heisst Bundestag 🤷🏻‍♂️🤪 https://t.co/BFQEFCBBi4,1.0
386438,"News ""Die Forscher hoffen, dass die Zuschüsse stoppen Ausbreitung von Krankheiten bedrohen Fledermäuse"" read https://t.co/34kXKD7HnV https://t.co/2h5Wr0gdGq",1.0
416272,"#Iran 
#IranRevoIution 
Was für en #Skandal!!!!
Fußballer ⚽️⚽️⚽️ Amir Nasr-Azadani wegen »Kampagne für Frauenrechte« zum Tode verurteilt 😳🙄

cc: @karlnehammer @k_edtstadler @a_schallenberg @MagratheanTimes @magnusbrunner 

👇👇👇 https://t.co/a5JoECGISl",1.0
389242,"🇺🇸Der scheinbare Triumph der Bösen - von den Verbrechern des WEF bis zu den Ketzern des ""synodal path""-konfrontiert uns mit der harten Realität des Bösen, das zur endgültigen Niederlage bestimmt ist, aber auch von der Vorsehung als Instrument zur Bestrafung der fehlbaren &gt;",1.0
420519,"Auf der Welt leben aktuell 7,7 Mrd. Menschen. Aufklärung, Gesundheitsvorsorge und Armutsbekämpfung sind entscheidende Faktoren für wirksame #Geburtenkontrolle und damit auch wichtig für eine #Klimawende.
#Volt #Weltbevölkerungstag #WorldPopulationDay
https://t.co/SLOVHfTwTy",1.0
416121,"""Die #Taliban haben die Frauenrechte weiter eingeschränkt: Afghaninnen dürfen nicht mehr Universitäten und Hochschulen besuchen.""12-2022

2021 hat Deutschland  600 Mill. Euro Entwicklungshilfe in Afghanistan gezahlt.

Wie lange will sich der deutsche Steuerzahler das anschauen?",1.0
515880,"Das Verbrechen und die Tötung von Menschen durch das islamische Terrorregime im Iran

#Mahsa Amini 
#IRGCterrorists https://t.co/vRGrT3c7k3",0.0
418224,New post: Methanol-to-Gasoline als Benzin-Substitut https://t.co/I58Phlw6rC Optimierung des Herstellungsve #Methanol-to-Gasoline #MtG #OWIScienceForFuels,1.0
391116,Dieser widerliche Sozi muss weg. Nicht mein Bundespräsident #nichtMeinBundespräsident,0.0
428009,"... und 🇩🇪 und #EU

#IRGCterrorists",0.0
416922,"Außenminister:innen der #G7 haben Gewalt gegen Demonstranten und Kinder im #Iran verurteilt. Sie verlangten auch Freilassung der Protestierenden. Neue Sanktionen wurden nicht beschlossen, sie drohten aber mit ""weiteren Strafmaßnahmen"".
#IranProtests2022 #MahsaAmini #مهساامینی",0.0
386724,"Nicht zu fassen: @daserste ändert zwar sein Programm aufgrund des schrecklichen #Erdbeben in der #Türkei und in #Syrien, hält aber dennoch an der Ausstrahlung (2 h später) dieser Aachener ""Witzveranstaltung"" mit der vom #ÖRR so hofierten Leopardin #Baerbock fest. Pietätlose #ARD!",1.0
419180,Liveblog zur Energiekrise: Die EU-Energieminister beraten über den Gaspreisdeckel - Habeck könnte überstimmt werden. https://t.co/xheML2C5Fj,1.0
415166,"""Im ,#Ahrtal haben sich zu diesem Zeitpunkt längst Dutzende von Menschen auf Hausdächer oder Balkone geflüchtet, in der hereinbrechenden Dunkelheit leuchten sie den Hubschrauber an, versuchen mit Lichtzeichen auf sich aufmerksam zu machen. Hoffen auf Rettung."" 😔
#Flutkatastrophe",1.0
407958,"🧩💡Lithium-Technik &amp; Wasser

Dieses Video zeigt, was passieren kann, wenn das Innenleben einer auf Lithium basierenden (kleinen) Batterie mit Wasser in Kontakt kommt.

Ganz schön überwältigend, oder?

Man darf sich demnach durchaus fragen, wie sicher Elektro-Fahrzeuge sind?! https://t.co/LV2NwnLxz2",0.0
408403,"HomeDejavu 3 Stücke Montiereisen Reifenheber Reifen Mehrzweck und Robust Montiereisen Montierhebel Montierstange Reifen für Fahrräder Motorräder Wagen und Elektrofahrzeuge 30 x 1,92 x 0,6 cm (Silber) via @amazon @Amazon.de#Amazon🇩🇪 https://t.co/KKLm08xSA2",0.0
406691,"Die Türkei dankte Elon Musk für das Angebot von Starlink-Satellitenunterstützung und berichtete, dass die Kapazität von Türksat ausreichend sei. (Bloomberg)",0.0
407387,Es geht wieder los unsichtbare bots zitieren 20 mal einen tweet und man sieht nix elon musk hat diese plattform mit seinen unlustigen ideen zerstört,0.0
386645,Ich habe einen spannenden Artikel gefunden. https://t.co/4iDfIlC34E via @tonline Scholz sollte Frau Baerbock raus werfen aus dem Bundestag - diese Frau hat nichts übrig für das deutsche Volk und steht nur auf Rüstung+Krieg. Raus mit dieser Frau !!!!!!!!!!!!,1.0
416550,"Der Koordinierungsmechanismus, dient in erster Linie nur der #USA, die den Krieg in der #Ukraine für sich zu nutze macht. Der Philanthrop #Habeck, weiss nicht in welcher Richtung er zuerst laufen soll!Hingegen der USA, die das Frühstück für die Industrie #Europas vorbereitet!#G7",1.0
439654,"Mir ist klar, dass Liberale aller Couleur am Händeringen sind, wenn man Klimakrise, (Post-)kolonialismus und Imperialismus in genau die Intersektion setzt, die sie haben.

Denn das bedeutet, dass Virtue Signaling nicht ausreicht.",1.0
417334,In den münsterischen Hotels laufen die Vorbereitungen für das #G7-Treffen auf Hochtouren. Ein Hotel hat das Außenministerium gleich komplett gebucht. #Münster https://t.co/0GIFboOkC8,0.0
408203,"Wissen soll zum Schnelllade-Standort für Elektrofahrzeuge werden 
    https://t.co/0jB3EKGid4",0.0
409227,"Erdbeben in der Türkei / #earthquakeinturkey #earthquake #earthquaketurkey #earthquakes #Turkey 
https://t.co/lUzDzK8nmb",0.0
388110,"Wie ist IHRE MEINUNG?

Eine warme Wohnung darf KEIN LUXUS sein, findet unser @ProglRichard .
Die Chaostruppe in #Berlin muss endlich zu arbeiten beginnen,
bislang ist ausser Ankündigungen sogut wie nichts geschehen!

#Energiekrise 
#Gasumlage https://t.co/qLACEJYLKq",0.0
390892,Bundespräsident Alexander Van der Bellen ist heute früh in Kiew angekommen. Am Nachmittag wird er im Vorfeld des für Freitag geplanten EU-Ukraine-Gipfels auch Wolodymyr Selenskyj treffen. Minister Kocher und Gewessler sowie österreichische… https://t.co/f60xssvDWy,0.0
418567,"Das Wunder deutscher Planwirtschaft: Preise für Gas und Strom nähern sich exakt den Deckelpreisen an. Und gehen natürlich nicht darunter. Das typische Spiel der Subvention beginnt, jetzt zum Verbraucherschaden! Danke Finanztip! #gaspreisdeckel #robert #habeck #deckel #grimm https://t.co/tBrHclYj2F",1.0
427024,"Team inFINity belegt 1. Platz bei der First Lego League in Magdeburg

Zum ganzen Artikel: https://t.co/8THaDk5e8z https://t.co/J4H9TmWjTS",0.0
407718,"Polizeiautos, Rettungswagen und Kehrmaschinen als Elektrofahrzeuge – geht das? An manchen Orten ist das längst Realität. Zum Beispiel auf Borkum. https://t.co/aFaProMFBA",0.0
472591,Mindestlohn anheben: SSW bietet Madsen Zusammenarbeit an https://t.co/Z383sXZ6Ec,0.0
428535,"😅😂😂😂

Ohne Kommentar... 
#IRGCterrorists 
#Iran 
#Israel",0.0
421097,Disoski/Grüne zum Equal Pay Day: Gender Pay Gap ist Sexismus am Lohnzettel  https://t.co/nYbac599ef,1.0
387642,Bayernpartei: die neue Grundsteuererklärung - ein unnötiger Bürokratie-Irrsinn! https://t.co/hDt97TSaPP via @na_presseportal #ots #immobilien #news,0.0
390029,"Man muss es immer wieder sagen, verliert die Ukraine diesen Krieg, dann ist auch die EU am Ende.☝️

Noch immer verzögert und blockiert dieser @Bundeskanzler und ruiniert unser Ansehen.",0.0
386487,"#grippeNET App beobachtet analysiert und visualisiert die Ausbreitung von Krankheiten @DFKI 
https://t.co/r6iv5FXcjo
https://t.co/0qul14ACHm",0.0
418830,Einigung erreicht: Brüssel legt Gaspreisdeckel fest #news #brüssel #belgien #gaspreis #gaspreideckel #gaspreisbremse #ungarn #russland #ener https://t.co/vBfFLXJda7,1.0
378903,"der grossvater von büb und wolfgang schwarz kennt einen arzt, der seine approbation verloren hat ,
weil er einem jungen mädchen mit einer abtreibung geholfen hat.

sie bringen hans zu ihm in die hansemannstrasse",0.0
391983,Das in Deutschland sowas wie die AfD im Bundestag sitzt ist mehr als beschämment.  Hitler's Gedankengut stirbt leider nicht aus 🤬 https://t.co/BMLoMgAnMl,0.0
417535,"DTN Pakistan: Pakistan Steel Mill plans to maintain production despite gas supply shortage: Karachi,  Pakistan S... http://bit.ly/qcoINN",1.0
418824,Energie: EU-Energieminister einigen sich auf Gaspreisdeckel by @handelsblatt  https://t.co/WooLtA9j5K,0.0
391317,"„Das ist einer der wenigen Punkte, wo der Bundespräsident vollkommen frei ist in seiner Entscheidung“: 
Alexander Van der Bellen würde der FPÖ und deren Chef Herbert Kickl auch nach einem Wahlsieg nicht automatisch den Auftrag zur Regierungsbildung erteilen. https://t.co/Akwdw77ilf",0.0
408454,#THG-Quote und #THG Prämie: Verkaufe deine #CO₂-Zertifikate für #Elektrofahrzeuge https://t.co/tbNFCRztBp,0.0
386344,"Social Distancing im Tierreich
Einige Tierarten wie Schimpansen und Honigbienen kennen kein Pardon, wenn es darum geht, die Ausbreitung von Krankheiten zu verhindern.
https://t.co/h3HksHtsQh via @natgeo",0.0
428865,Revolutionsgarde auf die EU-Terrorliste! #IRGCterrorists #IranProtests2023 #Iranianwomen,0.0
390765,"""Wir in Österreich müssen gestehen, unsere Armee nach 10 Jahren finanzieller Aushungerung so vernachlässigt zu haben, dass ich nicht wüsste, welche Waffen wir liefern könnten"", sagt Bundespräsident @vanderbellen",0.0
418804,"Die EU-Staaten haben sich gestern Abend auf einen #Gaspreisdeckel geeinigt. Aufgrund der Unvorhersehbarkeit der Entwicklung an den Märkten ein riskantes Manöver. 📢
👉 Hier geht's zur #Pressemitteilung: https://t.co/Y5uKOfsFV6 https://t.co/jmnHT9l2WU",1.0
385870,"""Einkäufe im sonstigen Einzelhandel wären aber ebenso unmöglich wie die Anwesenheit am Arbeitsplatz.""

Lese ich das korrekt? Steht da geschrieben, dass bei tatsächlicher Einführung ein #Arbeitsverbot für Ungeimpfte herrschte?

#Sachsen
#Kretschmer
#Corona
#Coronaverordnung",0.0
378911,"Typisches Beispiel, warum mir der von manchen Christen propagierte ""seamless garment"" Lebensschutz suspekt ist:
https://t.co/DjIiV1v9zV

48 Seiten und Abtreibung/Schwangerschaft kommen NICHT EINMAL vor.

Kommt nennenswerte Anzahl von ganzheitlichen christlichen Lebensschützern",0.0
415227,"Zum Glück mussten hier keine #Tomatensuppe und #Kartoffelbrei von den Schutzscheiben
entfernt werden. Schlamm, Wasser, Fäkalien, Heizöl sind auch wesentlich simpler zu entfernen.

#Klimaschutz #Flutkatastrophe https://t.co/EdvsJg2IlI",1.0
